Job_Category,Experience_Level,Job_Completed,Earnings_USD,Hourly_Rate,project complexity
3,2.0,129,2294,22.62,1.0
7,1.0,109,2618,82.22,5.0
6,1.0,77,819,21.04,2.0
2,2.0,154,3167,22.66,1.0
0,1.0,56,5521,81.11,3.0
2,1.0,110,2444,19.95,1.0
2,1.0,65,2157,17.52,1.0
5,2.0,191,9831,47.85,1.0
7,2.0,191,8547,67.3,3.0
7,1.0,146,4604,42.91,4.0
1,1.0,177,3742,34.49,3.0
2,0.0,31,166,13.04,2.0
1,2.0,269,6494,30.71,1.0
2,1.0,172,826,28.29,1.0
1,2.0,111,4937,38.09,3.0
7,0.0,49,3576,48.74,2.0
2,2.0,164,5551,16.17,2.0
7,1.0,103,5651,38.73,3.0
4,2.0,250,5252,95.95,2.0
4,0.0,11,1124,33.73,3.0
0,1.0,112,5929,92.3,3.0
1,1.0,146,3728,28.31,2.0
0,2.0,187,13387,67.77,4.0
3,2.0,120,652,10.4,3.0
2,0.0,7,359,8.72,2.0
5,1.0,63,2774,59.67,3.0
4,2.0,167,6344,52.96,3.0
5,0.0,18,2325,30.48,1.0
0,2.0,171,7904,92.82,4.0
3,1.0,134,2700,14.28,3.0
0,1.0,63,6971,40.7,2.0
1,0.0,43,569,29.73,2.0
7,1.0,59,3246,47.66,5.0
3,0.0,14,660,10.98,1.0
3,0.0,28,900,4.44,2.0
4,0.0,16,2263,28.49,2.0
1,1.0,167,3275,22.45,1.0
7,2.0,211,10749,78.82,3.0
0,1.0,92,5159,83.37,3.0
6,0.0,52,1897,27.99,1.0
6,2.0,282,4686,26.22,2.0
0,0.0,68,4121,49.64,3.0
1,0.0,43,1120,13.15,2.0
3,1.0,147,1008,7.72,3.0
2,1.0,144,1057,26.35,3.0
5,0.0,47,2709,27.51,2.0
2,0.0,76,1009,9.79,1.0
7,1.0,161,2710,70.61,5.0
1,2.0,202,3408,16.66,1.0
2,1.0,168,4215,21.5,2.0
3,1.0,159,1085,17.48,2.0
6,2.0,151,3337,26.29,3.0
2,2.0,203,6592,34.93,3.0
6,1.0,98,1537,57.92,1.0
5,0.0,47,1466,52.38,1.0
6,0.0,40,2245,41.06,3.0
2,2.0,200,3646,25.29,2.0
2,0.0,25,1333,19.96,3.0
1,0.0,29,1220,21.03,1.0
6,0.0,10,764,25.55,1.0
1,1.0,143,2938,14.19,1.0
2,1.0,106,2991,16.14,1.0
1,2.0,106,4603,24.21,2.0
4,0.0,42,2157,46.22,3.0
0,1.0,120,4975,81.32,4.0
7,1.0,133,6066,89.49,5.0
7,2.0,201,12560,47.35,5.0
4,1.0,149,6217,43.74,2.0
3,1.0,152,3147,11.92,3.0
2,0.0,27,1626,10.04,1.0
4,2.0,208,3609,69.71,3.0
6,1.0,148,878,17.87,1.0
0,1.0,82,5900,46.05,4.0
6,2.0,168,1373,42.7,3.0
0,2.0,264,12366,108.57,3.0
2,0.0,68,1475,14.33,2.0
6,0.0,35,1684,34.48,3.0
4,2.0,128,2709,32.99,1.0
4,1.0,102,3993,45.31,3.0
7,2.0,149,11067,96.02,4.0
5,1.0,125,2107,56.63,3.0
6,0.0,11,1390,21.78,3.0
1,0.0,15,597,24.99,3.0
4,1.0,162,1520,37.15,1.0
4,1.0,54,4682,36.23,3.0
1,1.0,152,3279,45.43,3.0
2,1.0,121,1705,19.37,3.0
0,0.0,22,2553,65.91,4.0
3,2.0,169,3766,17.64,1.0
7,0.0,55,2649,48.41,3.0
7,0.0,31,2099,37.94,4.0
4,0.0,32,1921,37.91,1.0
0,0.0,41,2885,63.08,2.0
6,1.0,101,3489,42.34,3.0
4,0.0,40,1927,34.7,1.0
5,2.0,212,8946,32.27,2.0
5,2.0,177,5948,80.31,3.0
0,0.0,58,4786,39.4,3.0
4,1.0,88,3058,41.11,2.0
7,2.0,208,13664,114.32,5.0
0,1.0,177,3421,62.01,3.0
2,2.0,298,2852,41.2,2.0
4,1.0,58,1359,37.96,3.0
3,2.0,181,5309,23.93,1.0
1,1.0,122,1098,27.04,1.0
0,1.0,67,3063,93.21,2.0
5,2.0,278,5983,32.59,3.0
5,0.0,15,651,14.06,3.0
2,1.0,134,1473,27.03,1.0
7,1.0,68,4068,33.95,5.0
5,2.0,292,4690,44.21,1.0
6,0.0,57,1421,15.31,3.0
5,1.0,87,1582,36.17,3.0
7,2.0,123,7092,72.47,3.0
2,1.0,108,2958,18.55,2.0
2,0.0,52,664,16.42,2.0
6,1.0,136,2424,57.24,1.0
5,1.0,163,1735,28.56,2.0
0,1.0,125,4804,85.9,2.0
1,0.0,64,436,17.12,2.0
2,0.0,38,798,12.17,1.0
0,0.0,19,3019,55.51,3.0
2,1.0,79,3037,14.26,1.0
7,0.0,26,2740,25.08,3.0
5,2.0,276,8123,64.87,3.0
5,2.0,192,3173,83.73,2.0
4,0.0,26,2263,17.62,2.0
6,1.0,153,3162,57.69,3.0
1,2.0,133,1649,67.46,2.0
0,0.0,34,3327,35.65,4.0
0,0.0,23,2972,47.4,2.0
3,2.0,134,4376,26.64,2.0
6,0.0,21,1858,30.29,3.0
0,2.0,257,11995,127.31,4.0
4,0.0,32,3066,39.75,2.0
1,1.0,84,736,10.1,3.0
6,2.0,167,8434,50.29,1.0
6,1.0,118,2084,39.04,3.0
5,2.0,108,2675,33.28,3.0
3,0.0,15,1108,3.8,3.0
6,0.0,75,2133,21.25,2.0
4,0.0,13,2440,23.23,1.0
4,2.0,265,6466,46.35,2.0
1,0.0,26,514,28.16,1.0
0,0.0,20,1712,54.66,2.0
5,1.0,51,4956,68.19,2.0
6,2.0,231,7147,61.28,2.0
1,2.0,220,4688,53.9,2.0
0,2.0,204,6592,74.98,3.0
3,2.0,262,1994,28.54,3.0
7,2.0,106,6937,119.96,4.0
2,0.0,20,100,19.72,1.0
5,2.0,259,4450,54.54,2.0
2,0.0,10,662,14.21,2.0
3,0.0,54,1071,8.21,1.0
2,2.0,197,1382,30.28,2.0
1,1.0,78,2555,35.86,1.0
2,0.0,76,1263,19.52,3.0
1,0.0,56,1223,12.15,1.0
5,0.0,65,1666,48.25,1.0
6,2.0,181,8409,64.11,2.0
0,1.0,52,2247,80.57,5.0
0,2.0,118,6871,116.24,3.0
4,2.0,177,7487,66.62,1.0
7,0.0,28,1962,57.57,3.0
7,0.0,54,2807,24.14,4.0
5,1.0,152,3247,68.28,1.0
1,1.0,60,1716,39.46,1.0
1,0.0,23,1137,29.83,3.0
0,2.0,148,5659,121.04,5.0
1,1.0,82,1161,24.27,1.0
5,0.0,20,1562,27.98,2.0
4,2.0,136,8143,91.38,1.0
5,0.0,47,2180,52.18,1.0
5,2.0,292,4275,92.85,2.0
0,2.0,114,12675,107.63,3.0
2,2.0,144,3293,35.91,1.0
2,1.0,150,1941,28.17,1.0
1,0.0,22,1122,20.62,2.0
7,1.0,175,4144,33.75,2.0
4,2.0,210,8221,95.36,2.0
3,1.0,117,1059,15.5,1.0
1,1.0,92,1028,10.29,2.0
2,2.0,227,2282,40.04,2.0
1,1.0,80,2781,13.54,2.0
1,0.0,47,737,27.36,1.0
4,1.0,140,3689,53.03,1.0
2,1.0,95,2671,13.12,2.0
2,2.0,139,2670,30.43,2.0
5,2.0,136,7432,47.86,1.0
3,1.0,122,1253,17.69,2.0
2,0.0,70,1334,20.37,1.0
6,0.0,10,836,24.56,2.0
0,2.0,260,13980,66.11,4.0
6,1.0,61,3633,16.77,1.0
7,0.0,9,2711,21.3,3.0
0,2.0,130,5400,111.79,4.0
7,0.0,36,4376,35.35,3.0
5,0.0,19,705,39.32,2.0
1,1.0,164,3351,38.3,2.0
2,2.0,153,5461,24.18,1.0
6,1.0,178,5131,36.02,3.0
3,0.0,76,635,11.48,1.0
5,0.0,41,2181,47.15,2.0
2,1.0,108,3328,12.25,3.0
4,0.0,48,817,31.17,1.0
6,1.0,156,4227,54.57,3.0
3,0.0,15,299,10.94,1.0
2,2.0,284,5332,39.56,1.0
2,1.0,131,2010,28.93,1.0
6,1.0,125,3417,43.03,3.0
3,0.0,78,1299,9.31,1.0
0,2.0,151,7094,76.12,3.0
3,1.0,123,1690,8.46,3.0
4,0.0,34,2536,16.3,1.0
4,2.0,255,6596,100.53,2.0
6,1.0,108,1402,30.56,2.0
7,0.0,57,3806,59.31,4.0
0,2.0,287,15486,101.37,4.0
2,1.0,136,1762,10.02,1.0
1,2.0,123,4252,44.74,2.0
6,2.0,219,7572,83.51,1.0
2,0.0,37,859,19.55,1.0
4,2.0,234,7600,47.72,1.0
7,2.0,229,5180,102.69,4.0
7,0.0,62,3908,40.49,4.0
6,2.0,248,9330,85.89,3.0
2,1.0,71,1267,27.6,3.0
3,1.0,130,100,19.57,2.0
3,1.0,110,2217,8.48,1.0
5,1.0,160,3694,55.6,2.0
7,2.0,263,14343,101.42,5.0
1,0.0,51,1217,33.78,1.0
5,0.0,58,1316,36.92,2.0
7,1.0,138,6113,50.58,3.0
3,1.0,146,813,11.33,1.0
2,0.0,41,1192,7.56,3.0
5,1.0,66,4779,59.54,1.0
7,2.0,204,6170,89.78,3.0
3,2.0,186,4388,16.04,2.0
3,2.0,158,3728,10.9,1.0
7,2.0,248,15178,52.04,4.0
2,1.0,93,3286,13.65,2.0
4,0.0,77,1809,27.43,3.0
4,0.0,7,1707,15.96,3.0
2,2.0,109,5399,14.56,3.0
2,2.0,128,1704,40.66,1.0
2,1.0,51,1250,25.08,3.0
4,0.0,14,1630,43.82,3.0
5,2.0,148,4678,59.57,1.0
0,2.0,291,16863,71.41,4.0
2,0.0,38,1119,18.98,2.0
1,2.0,158,5063,39.05,3.0
5,2.0,223,10451,30.74,2.0
1,0.0,65,1194,17.45,1.0
3,0.0,17,1541,13.61,3.0
0,0.0,35,2288,40.25,2.0
2,0.0,24,1460,8.14,1.0
1,2.0,191,6241,67.65,2.0
4,0.0,33,1538,34.88,2.0
3,2.0,138,4875,11.31,3.0
0,0.0,16,2264,51.63,4.0
0,2.0,117,7425,62.7,3.0
6,2.0,262,2840,56.75,2.0
1,2.0,292,4152,69.96,3.0
0,2.0,141,11020,134.3,2.0
6,1.0,91,2171,19.04,2.0
3,0.0,61,205,9.54,2.0
2,0.0,63,483,12.01,2.0
1,0.0,75,1162,34.29,1.0
0,0.0,71,3793,65.59,5.0
1,2.0,205,3440,57.88,3.0
0,0.0,76,4136,64.6,5.0
0,1.0,51,3935,77.01,2.0
4,2.0,177,5219,86.18,3.0
6,1.0,128,3551,34.55,3.0
3,1.0,163,2780,10.9,2.0
3,1.0,167,3060,18.59,3.0
5,2.0,103,5442,55.09,3.0
1,0.0,35,1373,33.79,3.0
7,0.0,76,2071,55.51,4.0
3,2.0,277,1432,23.44,2.0
6,1.0,129,1025,49.83,1.0
0,2.0,294,10285,117.7,3.0
4,1.0,179,4700,29.62,1.0
4,1.0,50,4957,39.91,3.0
6,0.0,39,1043,41.47,3.0
1,0.0,9,629,21.01,3.0
1,0.0,19,1355,10.25,1.0
5,0.0,24,721,29.92,2.0
5,0.0,47,1524,48.68,3.0
7,0.0,48,3189,27.36,2.0
2,1.0,84,2021,20.96,2.0
0,0.0,13,1980,39.06,2.0
1,2.0,274,1706,31.27,2.0
3,0.0,23,844,12.79,3.0
3,0.0,64,527,8.32,2.0
6,0.0,35,1730,15.46,1.0
4,0.0,25,1853,40.57,1.0
5,2.0,274,11229,32.47,2.0
1,0.0,19,1038,22.48,1.0
0,1.0,67,7272,60.59,2.0
1,2.0,133,3744,40.96,2.0
1,2.0,220,2530,52.46,2.0
1,1.0,162,2946,33.41,3.0
4,0.0,54,1078,28.68,2.0
4,1.0,82,2577,27.9,2.0
7,1.0,52,6207,57.02,3.0
1,0.0,33,857,30.29,2.0
3,2.0,197,3474,9.43,3.0
7,1.0,118,6395,42.38,3.0
2,0.0,11,848,20.28,2.0
0,2.0,221,13964,120.89,3.0
6,1.0,126,4932,32.57,3.0
2,0.0,5,800,19.96,1.0
0,2.0,209,13453,107.98,3.0
6,2.0,168,6290,26.21,3.0
3,2.0,243,1765,24.99,2.0
3,0.0,11,817,9.42,3.0
6,0.0,20,2121,29.24,1.0
1,1.0,126,3461,30.23,2.0
7,1.0,123,4837,56.68,3.0
5,1.0,95,2017,31.02,2.0
2,0.0,70,443,9.08,3.0
1,0.0,60,1470,23.98,2.0
7,1.0,108,2733,80.69,2.0
7,2.0,234,9744,61.72,4.0
0,2.0,105,14083,102.81,2.0
0,2.0,135,7250,71.51,3.0
7,1.0,149,7535,83.63,3.0
2,2.0,133,2463,44.65,3.0
2,1.0,91,2616,8.85,1.0
1,2.0,149,5723,36.63,1.0
4,1.0,103,6430,39.39,1.0
1,2.0,221,5833,17.94,1.0
7,2.0,280,12861,60.42,3.0
5,1.0,127,4174,26.01,3.0
4,2.0,111,8025,63.63,3.0
5,1.0,108,5520,22.31,1.0
5,1.0,131,4518,58.73,3.0
5,2.0,289,10195,85.41,2.0
7,1.0,153,4405,59.94,3.0
1,1.0,143,1266,31.54,2.0
3,0.0,25,1111,13.32,2.0
7,2.0,219,8888,95.89,3.0
3,2.0,270,3270,7.59,3.0
1,1.0,135,2032,23.69,3.0
6,0.0,76,649,13.4,2.0
6,0.0,74,1551,27.27,3.0
6,0.0,39,883,12.87,3.0
4,2.0,141,6833,32.5,2.0
6,0.0,34,1690,24.02,2.0
1,2.0,200,4459,30.92,1.0
6,0.0,20,793,13.6,3.0
5,2.0,285,8709,95.35,3.0
5,0.0,21,1290,17.7,1.0
2,0.0,10,965,14.68,1.0
3,0.0,54,1172,7.83,3.0
6,1.0,72,2608,17.47,3.0
1,1.0,113,2229,24.46,1.0
1,2.0,235,4974,22.91,1.0
2,1.0,114,1654,28.99,1.0
0,0.0,52,3609,36.17,2.0
2,1.0,67,2386,25.15,2.0
1,2.0,116,6013,44.82,1.0
4,1.0,108,2042,37.88,1.0
3,0.0,61,1048,9.22,1.0
4,1.0,133,2411,24.17,3.0
2,1.0,128,2129,9.13,3.0
5,0.0,22,1810,17.5,1.0
1,0.0,12,368,14.14,1.0
3,0.0,18,413,10.87,1.0
1,0.0,7,381,11.36,2.0
5,0.0,73,2146,28.87,2.0
1,1.0,126,2198,35.08,2.0
5,2.0,102,2536,56.84,2.0
0,0.0,73,2441,52.82,5.0
1,0.0,48,1808,13.55,1.0
3,0.0,61,666,10.51,1.0
3,0.0,6,368,9.48,2.0
2,2.0,174,1515,38.51,2.0
7,2.0,222,12677,95.41,3.0
3,0.0,67,1201,8.06,1.0
3,1.0,166,2105,11.71,2.0
1,0.0,42,548,25.88,1.0
5,0.0,77,1617,17.27,1.0
5,2.0,186,8804,93.99,2.0
2,0.0,34,100,16.42,3.0
0,1.0,105,6866,62.43,5.0
6,2.0,167,6597,75.05,1.0
6,1.0,55,4819,35.54,2.0
7,2.0,117,4748,87.69,3.0
6,2.0,172,7144,35.21,1.0
7,0.0,45,2651,33.03,3.0
5,0.0,66,1983,15.43,1.0
5,2.0,107,7222,70.67,2.0
1,1.0,137,1553,11.59,1.0
2,1.0,65,1151,12.17,2.0
2,2.0,160,1857,26.92,2.0
2,0.0,51,1732,14.12,3.0
4,2.0,140,10350,79.93,3.0
6,1.0,152,3297,46.67,2.0
6,1.0,113,2169,27.58,2.0
2,2.0,104,3637,25.28,1.0
2,0.0,45,1071,7.38,1.0
6,1.0,108,1487,39.65,1.0
1,0.0,22,927,22.27,3.0
6,1.0,79,2784,55.13,2.0
4,2.0,114,1840,50.09,3.0
6,0.0,52,1578,22.84,3.0
5,1.0,153,2938,57.79,1.0
1,1.0,75,3460,29.85,3.0
6,0.0,24,1101,19.5,1.0
0,2.0,254,15120,65.87,4.0
4,1.0,98,2509,65.16,2.0
2,1.0,124,2568,18.96,2.0
6,1.0,141,3424,53.66,1.0
6,2.0,292,9943,68.07,3.0
0,2.0,136,5305,126.34,2.0
2,2.0,295,7083,32.7,1.0
2,0.0,63,1238,11.28,1.0
3,1.0,106,2159,14.79,3.0
6,2.0,219,5524,61.01,3.0
6,0.0,64,324,37.64,1.0
6,1.0,125,4059,28.55,3.0
0,1.0,143,6351,89.27,3.0
4,2.0,290,10031,52.48,3.0
5,0.0,6,2184,23.69,3.0
5,2.0,273,2935,55.22,3.0
4,2.0,257,8089,99.29,1.0
4,1.0,127,4397,66.99,2.0
2,0.0,27,398,11.38,1.0
4,2.0,244,7236,86.76,1.0
4,2.0,271,10859,41.44,2.0
4,0.0,39,3107,42.93,3.0
7,1.0,167,3389,36.66,2.0
6,2.0,161,1975,62.79,3.0
1,1.0,93,3588,29.23,1.0
0,1.0,99,6830,77.43,3.0
7,1.0,169,8076,73.25,2.0
5,1.0,101,1862,72.15,1.0
2,1.0,95,1111,20.16,1.0
5,2.0,277,5409,73.46,2.0
4,2.0,289,7290,47.47,2.0
4,1.0,94,2199,42.18,2.0
4,0.0,37,1404,29.19,2.0
4,1.0,130,3609,54.79,3.0
0,1.0,160,5934,51.69,3.0
5,1.0,72,5528,37.33,3.0
5,1.0,140,2151,20.21,1.0
3,0.0,8,910,7.5,2.0
0,1.0,161,8234,82.52,3.0
5,2.0,253,6319,91.18,1.0
7,0.0,79,3312,43.3,5.0
7,2.0,201,12618,124.1,3.0
0,1.0,106,8458,97.37,3.0
3,2.0,130,3754,20.53,3.0
0,0.0,50,3397,55.65,3.0
0,1.0,157,6851,59.43,5.0
6,1.0,79,2942,40.25,3.0
7,0.0,10,2440,54.29,3.0
7,1.0,178,7060,42.74,3.0
1,2.0,287,3471,66.54,3.0
2,1.0,98,2467,15.36,2.0
5,2.0,177,4514,49.88,2.0
5,0.0,37,2211,37.46,2.0
1,2.0,255,6498,43.99,3.0
7,2.0,245,13332,68.47,2.0
7,2.0,205,10439,123.3,3.0
3,0.0,26,1321,8.16,1.0
4,2.0,123,3125,81.83,3.0
2,2.0,138,2348,44.31,3.0
0,1.0,126,6250,79.28,2.0
2,0.0,78,1819,12.97,1.0
0,1.0,167,4586,93.7,3.0
2,1.0,74,2768,20.14,2.0
3,1.0,149,1653,18.68,3.0
1,1.0,91,2654,22.86,1.0
0,1.0,122,7405,66.1,4.0
4,2.0,211,7788,71.67,3.0
1,2.0,279,4398,70.82,1.0
1,1.0,51,1463,33.4,2.0
4,1.0,165,5164,57.47,2.0
5,1.0,141,4040,28.75,3.0
3,2.0,227,3280,20.7,2.0
5,2.0,247,11591,56.64,1.0
5,0.0,55,1629,33.98,2.0
1,0.0,69,1305,32.63,1.0
1,2.0,137,4254,56.27,1.0
7,0.0,39,3151,58.29,3.0
1,2.0,229,4791,74.12,3.0
3,1.0,133,2221,6.83,3.0
4,2.0,229,4863,84.15,1.0
7,0.0,43,2097,48.23,4.0
7,1.0,87,5464,63.46,3.0
0,1.0,140,3205,74.34,3.0
7,1.0,152,4308,54.68,3.0
2,2.0,208,5396,38.1,3.0
1,1.0,54,2683,45.87,3.0
5,1.0,94,4018,66.09,3.0
0,0.0,24,2528,47.92,5.0
7,0.0,6,2733,35.53,3.0
6,0.0,18,1629,39.74,3.0
7,1.0,139,5825,30.96,3.0
6,1.0,142,4296,56.98,1.0
5,1.0,55,3172,58.73,1.0
1,1.0,53,2805,12.5,3.0
0,0.0,52,2100,55.44,3.0
0,2.0,117,12845,117.92,3.0
3,0.0,36,796,10.21,1.0
5,0.0,40,1487,23.46,3.0
5,2.0,185,10083,33.64,2.0
4,1.0,148,2752,47.7,3.0
7,1.0,99,6947,30.77,2.0
4,0.0,35,1020,47.36,3.0
6,2.0,193,2959,23.7,3.0
2,1.0,58,2038,19.59,3.0
2,0.0,29,1532,17.24,1.0
2,1.0,120,2391,15.27,2.0
1,1.0,179,1367,13.8,3.0
5,1.0,160,2867,62.11,1.0
4,0.0,15,2725,19.74,3.0
1,1.0,92,400,22.25,2.0
7,2.0,255,8615,49.29,3.0
2,0.0,41,1289,12.9,3.0
0,0.0,69,2921,34.0,5.0
0,2.0,130,12710,102.6,2.0
4,0.0,73,2879,17.63,3.0
3,0.0,27,914,10.1,3.0
5,2.0,221,9859,100.4,2.0
0,1.0,95,6204,79.65,5.0
1,2.0,199,6357,15.54,3.0
5,1.0,141,4224,54.83,1.0
5,0.0,61,1880,24.07,1.0
2,0.0,10,1065,11.44,3.0
7,0.0,56,1528,29.93,3.0
7,0.0,37,4334,33.73,2.0
5,0.0,53,2416,48.26,1.0
2,2.0,232,2498,30.1,2.0
4,0.0,38,824,33.71,3.0
6,1.0,60,3347,16.88,3.0
5,2.0,241,2988,85.14,2.0
0,0.0,12,1808,51.63,2.0
5,1.0,61,4337,69.36,3.0
6,0.0,56,579,36.12,2.0
6,0.0,35,2154,25.3,2.0
2,1.0,123,1882,24.62,2.0
0,2.0,185,10980,63.54,4.0
2,2.0,287,4887,19.11,2.0
3,1.0,170,2847,14.41,2.0
4,2.0,225,8340,42.37,1.0
3,1.0,122,1400,14.64,2.0
6,0.0,60,1727,29.95,1.0
4,2.0,204,8416,73.85,2.0
7,2.0,190,11418,76.28,4.0
4,2.0,184,9611,43.71,3.0
1,2.0,293,3570,27.2,3.0
2,2.0,220,4713,29.62,3.0
6,1.0,162,1786,46.4,2.0
3,1.0,88,626,5.04,2.0
6,0.0,45,1284,18.13,1.0
3,0.0,34,1134,9.11,1.0
7,1.0,176,3460,89.19,3.0
0,2.0,155,7286,136.33,4.0
5,2.0,277,11438,45.81,3.0
4,2.0,192,8540,103.87,1.0
7,0.0,23,3654,44.63,3.0
7,0.0,13,1270,58.93,3.0
0,1.0,95,4996,41.19,3.0
5,2.0,106,9345,56.86,2.0
0,1.0,87,5379,45.04,5.0
4,0.0,31,2446,32.09,2.0
3,2.0,151,1709,11.93,3.0
7,2.0,272,11889,108.39,3.0
3,2.0,219,3980,19.2,2.0
1,2.0,149,6666,63.8,2.0
0,1.0,158,4255,41.16,4.0
7,0.0,8,1743,28.86,2.0
0,1.0,163,7093,53.85,3.0
7,1.0,97,2961,66.79,4.0
5,1.0,148,6173,49.36,3.0
5,1.0,156,6492,43.51,3.0
7,1.0,59,7442,32.82,5.0
6,2.0,103,3097,55.71,1.0
5,2.0,149,2876,41.94,1.0
3,1.0,95,2665,17.04,2.0
5,1.0,130,6337,58.85,3.0
3,2.0,227,3451,20.61,1.0
3,2.0,201,2341,29.19,3.0
2,2.0,269,3326,18.19,1.0
2,0.0,73,608,20.25,1.0
6,1.0,60,2550,28.62,2.0
5,1.0,52,2452,42.16,2.0
2,2.0,260,3937,32.69,2.0
5,1.0,76,1640,43.64,1.0
7,0.0,18,1681,25.16,3.0
4,1.0,144,5469,31.64,3.0
1,0.0,23,751,28.53,2.0
1,0.0,62,549,25.09,1.0
1,0.0,43,1796,12.68,2.0
4,2.0,148,3457,99.59,1.0
4,1.0,53,3066,45.91,3.0
1,0.0,76,408,20.94,2.0
2,1.0,109,1717,12.58,1.0
4,0.0,66,1697,17.93,2.0
5,1.0,139,3747,59.67,2.0
7,0.0,31,3226,56.9,5.0
7,1.0,135,2729,31.56,2.0
7,2.0,232,9633,99.62,4.0
6,1.0,78,3126,57.54,2.0
2,2.0,182,5106,39.61,1.0
7,1.0,71,6943,67.23,3.0
6,2.0,156,2100,51.97,1.0
5,0.0,58,2947,43.18,1.0
0,1.0,170,3947,90.25,4.0
0,0.0,43,2439,42.0,5.0
6,1.0,155,1610,18.38,3.0
3,0.0,66,709,13.02,1.0
5,1.0,149,4359,53.98,2.0
2,2.0,200,4248,39.9,3.0
7,1.0,120,3619,32.95,3.0
7,0.0,10,1315,58.33,5.0
6,1.0,174,1494,17.78,1.0
5,2.0,241,7707,85.45,1.0
2,2.0,118,2488,13.53,2.0
5,0.0,50,1611,14.05,2.0
6,0.0,59,700,12.55,2.0
3,1.0,175,1573,7.38,2.0
4,0.0,76,1750,31.84,2.0
2,2.0,297,2777,27.41,3.0
6,0.0,19,1626,30.67,2.0
5,0.0,56,438,19.57,2.0
5,1.0,150,4305,74.21,1.0
4,1.0,128,1986,37.37,3.0
1,0.0,56,836,29.53,3.0
4,0.0,6,2128,26.15,3.0
2,0.0,28,829,13.08,1.0
2,0.0,77,489,16.87,2.0
4,1.0,87,3752,44.21,1.0
2,0.0,31,1113,8.77,1.0
2,1.0,124,3219,28.1,1.0
4,1.0,137,1619,26.25,1.0
6,0.0,18,680,23.67,1.0
6,2.0,145,8595,50.82,2.0
2,2.0,178,2007,13.69,2.0
2,2.0,266,5575,28.27,1.0
3,2.0,113,3895,25.96,3.0
1,0.0,78,1067,33.32,2.0
1,2.0,200,6251,70.51,2.0
4,2.0,112,8272,57.21,1.0
0,2.0,101,10350,145.51,3.0
6,2.0,243,3008,86.2,2.0
6,2.0,221,3520,27.1,2.0
0,0.0,69,4122,51.82,5.0
4,0.0,37,2627,19.22,3.0
4,2.0,295,4523,48.28,2.0
4,1.0,177,2728,21.38,3.0
2,0.0,29,381,11.99,2.0
1,1.0,93,1802,35.22,1.0
7,1.0,143,6951,53.91,2.0
4,1.0,173,5302,29.84,3.0
0,0.0,55,3390,41.45,3.0
7,1.0,176,2960,67.63,2.0
1,1.0,112,1945,16.84,3.0
5,1.0,76,2477,65.02,1.0
5,0.0,59,1105,47.07,1.0
7,2.0,110,6788,121.24,2.0
5,2.0,134,4052,47.79,1.0
3,2.0,297,1797,20.16,2.0
1,1.0,168,2263,36.51,2.0
1,0.0,30,1692,15.1,3.0
0,0.0,70,3429,53.3,5.0
0,0.0,51,3167,52.86,3.0
3,0.0,9,1183,5.97,3.0
5,1.0,68,3057,20.44,1.0
3,0.0,58,675,11.39,1.0
1,1.0,177,3416,34.66,2.0
1,1.0,125,1143,14.47,3.0
0,2.0,285,16242,144.76,5.0
1,1.0,178,2930,25.82,3.0
7,0.0,17,2425,49.53,3.0
1,1.0,76,2449,29.25,2.0
2,2.0,204,6555,42.58,1.0
6,0.0,47,1029,36.9,2.0
3,0.0,36,602,12.86,2.0
4,2.0,295,4875,41.32,1.0
4,2.0,193,3846,75.74,2.0
4,2.0,156,8758,58.2,2.0
6,1.0,133,4933,53.19,1.0
4,2.0,167,7814,62.6,1.0
6,2.0,187,7921,60.22,1.0
6,1.0,148,2210,21.86,1.0
1,0.0,42,958,15.41,3.0
4,0.0,33,1753,47.04,1.0
3,0.0,78,1206,13.14,1.0
4,1.0,143,5730,24.25,2.0
6,1.0,130,2391,31.01,3.0
7,1.0,115,6817,55.81,2.0
1,1.0,69,1183,31.9,3.0
4,2.0,265,9032,33.17,2.0
5,2.0,267,9291,66.09,1.0
0,2.0,134,12340,75.87,3.0
4,1.0,65,1995,66.96,1.0
3,1.0,58,1788,13.32,2.0
3,0.0,14,970,9.66,1.0
6,1.0,162,4416,37.89,2.0
3,1.0,107,1821,13.93,1.0
7,1.0,96,4070,71.86,3.0
5,0.0,19,478,29.47,1.0
4,2.0,137,5917,102.68,1.0
2,0.0,64,711,19.27,1.0
1,0.0,66,1979,26.74,1.0
3,2.0,119,3267,16.8,1.0
4,0.0,59,937,41.07,1.0
4,2.0,261,9215,62.54,3.0
3,1.0,163,1366,7.35,1.0
7,2.0,247,5366,71.0,2.0
4,1.0,128,4599,59.64,3.0
5,2.0,243,5627,31.33,3.0
7,1.0,80,5255,54.98,2.0
6,1.0,135,1620,15.82,1.0
2,1.0,61,1548,27.83,2.0
4,0.0,41,2825,48.16,2.0
2,1.0,137,1780,17.37,2.0
3,1.0,145,2042,8.01,3.0
6,2.0,141,7384,85.63,3.0
1,2.0,286,6158,68.6,1.0
6,1.0,105,3350,15.54,3.0
0,0.0,36,3576,46.91,2.0
2,0.0,49,457,13.3,3.0
0,0.0,18,1527,52.32,4.0
3,2.0,164,5010,24.69,2.0
1,0.0,40,1474,26.56,3.0
6,1.0,78,1711,32.01,1.0
0,0.0,6,2914,42.75,2.0
2,2.0,240,3247,32.02,3.0
6,1.0,153,1327,50.21,2.0
5,2.0,132,6098,49.9,1.0
